0	1	1	1	2	2	2
GeneID	infected	infected	infected	control	control	control
XLOC_000687	0	0	1	2	0	0
XLOC_000688	0	0	0	0	0	0
XLOC_000689	728	623	759	711	484	501
XLOC_000690	207	264	329	141	131	94
XLOC_000691	76	53	79	62	73	71
XLOC_000692	143	128	133	173	128	117
XLOC_000693	1787	1320	1683	1460	1297	1322
XLOC_000694	23	18	25	11	13	18
XLOC_000695	66	21	37	147	91	127
XLOC_000696	5	3	1	0	1	0
XLOC_000697	4	0	2	2	1	1
XLOC_000698	2	1	4	0	2	0
XLOC_000699	5	10	14	7	5	6
XLOC_000700	40	24	47	48	40	41
XLOC_000701	183	173	215	249	179	186
XLOC_000702	10	5	6	3	5	6
XLOC_000703	112	78	108	77	60	55
XLOC_000704	62	46	39	39	39	34
XLOC_000705	28	14	13	2	1	5
XLOC_000706	2215	1851	2602	2603	2268	2109
XLOC_000707	839	673	970	615	537	458
XLOC_000708	266	219	263	304	212	177
XLOC_000709	61	55	62	77	60	59
XLOC_000710	312	255	332	336	274	236
XLOC_000711	72	89	94	73	60	62
XLOC_000712	1444	1092	1569	1674	1316	1367
XLOC_000713	85	67	98	82	59	68
XLOC_000714	41	25	35	45	53	38
XLOC_000715	628	525	741	742	552	538
XLOC_000716	134	58	87	113	112	87
XLOC_000717	77	80	86	122	100	87
XLOC_000718	17	31	27	11	9	8
XLOC_000719	2541	2274	2878	2850	2222	2148
XLOC_000720	28	32	43	17	12	14
XLOC_000721	165	114	164	196	123	128
XLOC_000722	51	42	49	41	37	41
XLOC_000723	6	18	13	23	7	20
XLOC_000724	20	17	11	9	7	13
XLOC_000725	122	118	121	144	120	101
XLOC_000726	8	3	6	12	8	4
XLOC_000727	71	63	97	83	74	61
XLOC_000728	22	14	22	23	31	20
XLOC_000729	21	41	38	29	19	38
XLOC_000730	49	44	53	44	43	44
XLOC_000731	454	525	548	376	349	331
XLOC_000732	181	122	174	37	25	52
XLOC_000733	35	66	70	25	20	41
XLOC_000734	8	11	1	1	1	1
XLOC_000735	257	161	227	294	257	242
XLOC_000736	415	365	487	598	433	461
XLOC_000737	23	9	13	20	18	26
XLOC_000738	22	20	24	25	25	31
XLOC_000739	24	16	18	30	20	14
XLOC_000740	129	100	221	186	153	139
XLOC_000741	0	0	0	0	0	0
XLOC_000742	191	145	165	168	140	186
XLOC_000743	257	193	258	281	245	242
XLOC_000744	30	14	33	10	11	13
XLOC_000745	5	3	4	3	3	1
XLOC_000746	2	2	2	9	5	2
XLOC_000747	68	49	50	41	46	26
XLOC_000748	657	522	609	442	370	324
XLOC_000749	36	22	32	25	22	18
XLOC_000750	11	3	13	5	7	7
XLOC_000751	47	33	35	37	29	35
XLOC_000752	1	2	0	0	2	0
XLOC_000753	9	10	11	10	10	5
XLOC_000754	2	5	4	13	11	6
XLOC_000755	62	47	54	44	71	60
XLOC_000756	148	117	154	173	130	119
XLOC_000757	240	215	227	208	195	191
XLOC_000758	107	93	120	104	90	66
XLOC_000759	105	108	126	118	89	85
XLOC_000760	499	391	551	501	436	384
XLOC_000761	837	627	903	915	716	764
XLOC_000762	11	10	13	25	35	33
XLOC_000763	44	65	93	48	57	50
XLOC_000764	59	21	40	35	56	52
XLOC_000765	1149	943	1152	768	698	624
XLOC_000766	4	4	7	11	5	8
XLOC_000767	2464	1943	2372	2854	2222	2117
XLOC_000768	14	9	9	16	6	5
XLOC_000769	6	7	7	6	6	7
XLOC_000770	6	3	5	6	3	4
XLOC_000771	201	177	261	163	107	127
XLOC_000772	469	197	363	611	654	642
XLOC_000773	246	220	271	283	237	234
XLOC_000774	277	204	265	224	189	187
XLOC_000775	10	9	12	11	4	10
XLOC_000776	240	199	266	352	246	254
XLOC_000777	216	229	283	203	196	165
XLOC_000778	47	49	72	58	51	40
XLOC_000779	225	173	275	246	234	227
XLOC_000780	169	181	205	218	192	194
XLOC_000781	88	70	85	93	91	84
XLOC_000782	433	205	374	282	298	398
XLOC_000783	38	32	35	42	40	20
XLOC_000784	1	4	3	1	0	2
XLOC_000785	262	132	104	94	119	96
XLOC_000786	1	2	4	5	3	4
XLOC_000787	9	8	10	4	6	1
XLOC_000788	55	53	59	42	38	50
XLOC_000789	39	32	62	55	36	42
XLOC_000790	30	25	27	32	28	23
XLOC_000791	14	13	17	5	22	14
XLOC_000792	0	0	0	0	0	0
XLOC_000793	20	22	44	10	5	10
XLOC_000794	88	35	66	79	78	82
XLOC_000795	258	202	239	406	308	313
XLOC_000796	29	34	36	47	38	28
XLOC_000797	479	338	458	525	426	419
XLOC_000798	21	17	19	32	27	32
XLOC_000799	32	37	44	40	34	39
XLOC_000800	192	70	122	168	137	166
XLOC_000801	5	6	7	11	5	6
XLOC_000802	11	17	9	13	8	14
XLOC_000803	43	35	32	47	37	27
XLOC_000804	0	0	0	0	0	0
XLOC_000805	106	77	90	114	115	100
XLOC_000806	11	6	13	15	5	15
XLOC_000807	6	7	5	5	0	9
XLOC_000808	17	15	12	12	3	11
XLOC_000809	5	8	8	3	0	2
XLOC_000810	56	56	62	66	55	52
XLOC_000811	118	85	93	92	68	92
XLOC_000812	20	9	21	29	23	19
XLOC_000813	153	150	178	232	170	170
XLOC_000814	1015	733	854	943	716	667
XLOC_000815	639	523	623	570	466	463
XLOC_000816	17	8	18	18	10	16
XLOC_000817	49	133	89	88	91	81
XLOC_000818	4	2	4	13	2	6
XLOC_000819	63	33	37	44	37	61
XLOC_000820	46	36	56	43	47	54
XLOC_000821	322	318	382	352	259	259
XLOC_000822	30	12	15	17	23	17
XLOC_000823	73	50	78	53	46	54
XLOC_000824	22	13	14	28	17	16
XLOC_000825	51	40	65	49	35	43
XLOC_000826	379	320	549	392	363	328
XLOC_000827	168	157	164	215	146	142
XLOC_000828	6	7	1	8	5	2
XLOC_000829	9	7	14	21	13	16
XLOC_000830	3	2	9	8	5	3
XLOC_000831	236	195	242	181	218	193
XLOC_000832	40	29	43	38	24	31
XLOC_000833	103	107	139	122	132	129
XLOC_000834	445	490	569	441	383	359
XLOC_000835	123	48	79	91	124	145
XLOC_000836	20	10	25	17	18	21
XLOC_000837	3	2	3	2	3	3
XLOC_000838	37	35	40	38	35	27
XLOC_000839	2	1	0	5	9	7
XLOC_000840	5	7	11	6	1	8
XLOC_000841	4	2	6	13	13	5
XLOC_000842	5	9	25	24	16	12
XLOC_000843	17	5	14	24	9	11
XLOC_000844	1047	816	1000	970	920	802
XLOC_000845	8	12	4	6	1	3
XLOC_000846	159	124	147	186	153	159
XLOC_000847	389	270	467	446	413	409
XLOC_000848	709	677	875	991	643	684
XLOC_000849	14	7	28	35	21	15
XLOC_000850	4	17	10	18	9	6
XLOC_000851	129	129	148	114	93	59
XLOC_000852	37	24	42	38	45	12
XLOC_000853	133	95	139	131	122	123
XLOC_000854	48	42	61	46	42	24
XLOC_000855	19	9	30	25	25	27
XLOC_000856	120	96	123	150	96	83
XLOC_000857	111	121	131	174	152	131
XLOC_000858	9	22	13	16	15	12
XLOC_000859	18	8	16	4	8	12
XLOC_000860	2	1	1	1	2	1
XLOC_000861	46	30	32	38	35	30
XLOC_000862	5	4	8	8	1	2
XLOC_000863	481	334	375	402	330	363
XLOC_000864	0	0	1	0	0	0
XLOC_000865	5	5	5	7	8	10
XLOC_000866	36	17	25	5	6	11
XLOC_000867	22	10	12	21	11	13
XLOC_000868	5	8	16	12	6	10
XLOC_000869	87	87	127	125	92	87
XLOC_000870	21	17	29	20	18	19
XLOC_000871	4	3	8	3	1	3
XLOC_000872	7	6	5	5	9	3
XLOC_000873	217	133	216	293	262	210
XLOC_000874	94	76	81	62	67	53
XLOC_000875	16	10	5	21	13	17
XLOC_000876	56	10	29	63	81	98
XLOC_000877	231	160	270	318	200	207
XLOC_000878	101	70	120	99	89	77
XLOC_000879	256	206	315	268	240	221
XLOC_000880	320	185	281	332	310	250
XLOC_000881	197	171	250	154	141	133
XLOC_000882	493	410	555	717	618	593
XLOC_000883	184	125	169	195	209	222
XLOC_000884	312	233	301	357	251	249
XLOC_000885	0	0	2	1	0	1
XLOC_000886	18	8	25	29	21	19
XLOC_000887	415	325	525	408	379	362
XLOC_000888	539	356	445	424	284	285
XLOC_000889	4	0	0	1	1	0
XLOC_000890	767	568	880	1031	859	779
XLOC_000891	172	157	178	205	123	139
XLOC_000892	73	53	61	65	61	61
XLOC_000893	645	559	743	577	497	494
XLOC_000894	6	11	4	2	3	0
XLOC_000895	3	2	4	8	3	4
XLOC_000896	217	179	249	269	237	202
XLOC_000897	55	27	60	53	61	34
XLOC_000898	0	3	3	4	2	3
XLOC_000899	6	3	1	2	1	3
XLOC_000900	107	90	116	114	82	81
XLOC_000901	44	31	32	33	19	20
XLOC_000902	0	0	0	0	0	0
XLOC_000903	147	125	145	166	113	124
XLOC_000904	22	15	21	29	22	23
XLOC_000905	10	7	4	11	9	12
XLOC_000906	418	389	656	422	351	376
XLOC_000907	70	51	72	45	56	54
XLOC_000908	1203	957	1270	937	799	710
XLOC_000909	0	0	0	0	4	1
XLOC_000910	263	253	290	288	225	204
XLOC_000911	32	47	49	20	17	16
XLOC_000912	166	127	169	158	142	108
XLOC_000913	699	601	718	717	561	557
XLOC_000914	127	58	111	133	110	91
XLOC_000915	43	27	39	58	46	32
XLOC_000916	548	473	593	581	454	440
XLOC_000917	168	42	178	159	135	112
XLOC_000918	30	15	23	14	16	10
XLOC_000919	804	668	878	954	772	699
XLOC_000920	1	1	13	9	2	3
XLOC_000921	966	596	963	40	29	25
XLOC_000922	26	32	37	31	17	27
XLOC_000923	202	131	173	184	154	154
XLOC_000924	91	51	99	88	60	55
XLOC_000925	64	47	76	67	53	55
XLOC_000926	0	0	0	0	1	0
XLOC_000927	7	11	13	11	12	12
XLOC_000928	2261	1559	2235	1953	1386	1414
XLOC_000929	564	297	538	644	644	618
XLOC_000930	4	11	13	23	14	6
XLOC_000931	13	5	7	12	10	6
XLOC_000932	302	259	375	333	280	279
XLOC_000933	11	7	10	9	11	11
XLOC_000934	448	435	582	431	353	369
XLOC_000935	24	9	20	18	8	10
XLOC_000936	4	1	6	6	3	5
XLOC_000937	4	4	2	2	1	5
XLOC_000938	0	1	3	2	7	1
XLOC_000939	104	79	104	70	54	53
XLOC_000940	11	12	14	6	11	10
XLOC_000941	0	2	0	0	0	0
XLOC_000942	12	16	29	22	8	7
XLOC_000943	73	40	91	73	66	50
XLOC_000944	221	206	310	304	259	241
XLOC_000945	5	2	5	3	1	1
XLOC_000946	6	8	5	10	6	4
XLOC_000947	265	210	278	311	247	276
XLOC_000948	36	37	38	35	38	44
XLOC_000949	3	0	7	1	1	1
XLOC_000950	115	95	138	127	99	106
XLOC_000951	100	81	106	103	92	85
XLOC_000952	17	12	17	21	16	11
XLOC_000953	157	139	92	35	25	14
XLOC_000954	158	162	184	95	78	92
XLOC_000955	2	1	4	0	2	2
XLOC_000956	0	0	0	0	0	0
XLOC_000957	1	0	0	0	0	0
XLOC_000958	43	31	29	50	39	39
XLOC_000959	411	421	528	407	341	291
XLOC_000960	220	107	162	255	270	300
XLOC_000961	504	432	540	561	458	418
XLOC_000962	10	14	9	5	4	2
XLOC_000963	72	69	112	69	68	70
XLOC_000964	5	6	4	4	7	6
XLOC_000965	75	63	82	63	57	71
XLOC_000966	5	0	1	0	1	3
XLOC_000967	132	102	131	117	101	96
XLOC_000968	12	8	11	10	6	11
XLOC_000969	203	92	200	234	255	206
XLOC_000970	227	192	186	192	144	138
XLOC_000971	57	27	57	29	40	37
XLOC_000972	5	1	7	8	1	7
XLOC_000973	2050	1833	2069	1765	1436	1398
XLOC_000974	34	33	51	44	19	37
XLOC_000975	4	4	5	7	4	6
XLOC_000976	2	4	3	6	8	8
XLOC_000977	36	46	53	45	30	41
XLOC_000978	0	0	1	1	0	0
XLOC_000979	27	44	50	31	33	32
XLOC_000980	32	26	30	31	18	27
XLOC_000981	64	41	67	77	63	63
XLOC_000982	696	540	686	746	632	593
XLOC_000983	10	5	5	11	5	8
XLOC_000984	128	98	156	127	138	120
XLOC_000985	183	175	176	182	163	169
XLOC_000986	176	143	201	171	143	142
XLOC_000987	34	22	39	29	31	28
XLOC_000988	1	1	4	5	4	2
XLOC_000989	6	6	8	15	13	10
XLOC_000990	40	32	52	27	33	25
XLOC_000991	195	179	224	283	209	204
XLOC_000992	219	197	262	289	261	214
XLOC_000993	2	2	3	1	1	2
XLOC_000994	31	18	28	20	18	14
XLOC_000995	5	1	11	5	2	2
XLOC_000996	93	109	94	100	94	78
XLOC_000997	67	51	71	71	67	73
XLOC_000998	176	158	217	146	122	91
