0	1	1	1	2	2	2
GeneID	infected	infected	infected	control	control	control
XLOC_000304	91	81	113	107	77	87
XLOC_000305	17	8	15	17	11	10
XLOC_000306	36	17	23	35	29	30
XLOC_000307	47	38	42	10	12	9
XLOC_000308	6	13	10	13	7	9
XLOC_000309	41	37	45	48	45	36
XLOC_000310	98	60	101	140	117	159
XLOC_000311	4282	2935	3607	8152	5498	5290
XLOC_000312	385	178	325	237	179	174
XLOC_000313	362	335	389	411	353	336
XLOC_000314	291	239	263	193	189	160
XLOC_000315	518	338	442	356	220	317
XLOC_000316	128	116	174	151	139	125
XLOC_000317	80	69	81	47	52	47
XLOC_000318	17	18	26	25	12	14
XLOC_000319	6	11	16	5	5	6
XLOC_000320	448	418	536	515	447	375
XLOC_000321	26	15	28	18	8	6
XLOC_000322	27	25	11	7	6	2
XLOC_000323	165	97	137	103	103	96
XLOC_000324	0	1	2	1	0	0
XLOC_000325	1	2	2	3	5	4
XLOC_000326	30	31	18	15	19	22
XLOC_000327	26	26	26	24	25	29
XLOC_000328	40	38	42	50	29	33
XLOC_000329	72	63	71	76	67	68
XLOC_000330	3	0	0	1	1	1
XLOC_000331	1	1	3	4	1	3
XLOC_000332	47	28	47	51	34	44
XLOC_000333	97	75	111	114	91	93
XLOC_000334	107	90	149	160	111	122
XLOC_000335	138	89	129	116	146	123
XLOC_000336	216	263	292	161	176	173
XLOC_000337	47	71	95	65	92	67
XLOC_000338	85	100	99	103	76	94
XLOC_000339	1319	971	1379	1474	1344	1271
XLOC_000340	346	310	376	421	274	286
XLOC_000341	497	417	544	593	432	454
XLOC_000342	0	4	7	5	4	2
XLOC_000343	39	27	32	43	42	40
XLOC_000344	14	15	13	34	19	22
XLOC_000345	28	23	28	41	32	39
XLOC_000346	60	37	51	45	27	33
XLOC_000347	6	1	0	4	2	4
XLOC_000348	12	3	10	14	13	7
XLOC_000349	23	19	27	13	18	7
XLOC_000350	3	7	1	6	4	4
XLOC_000351	5	14	21	12	15	10
XLOC_000352	10	7	11	9	6	1
XLOC_000353	7	18	9	13	14	11
XLOC_000354	9	12	13	15	6	13
XLOC_000355	10	7	5	8	6	4
XLOC_000356	79	29	54	124	116	94
XLOC_000357	238	156	190	93	111	91
XLOC_000358	29	32	30	17	14	8
XLOC_000359	0	0	0	0	0	0
XLOC_000360	19	13	9	5	4	8
XLOC_000361	53	33	60	34	41	29
XLOC_000362	279	177	188	123	105	104
XLOC_000363	99	74	112	48	49	54
XLOC_000364	48	17	40	40	45	57
XLOC_000365	10	2	5	7	4	1
XLOC_000366	13	16	14	16	16	11
XLOC_000367	224	218	242	194	193	143
XLOC_000368	465	379	460	460	371	397
XLOC_000369	198	148	204	165	157	153
XLOC_000370	6	2	4	3	3	7
XLOC_000371	12	2	1	7	3	4
XLOC_000372	0	0	0	0	0	0
XLOC_000373	64	56	53	24	23	10
XLOC_000374	164	160	150	208	157	125
XLOC_000375	37	29	33	31	25	20
XLOC_000376	111	54	68	107	71	64
XLOC_000377	129	83	136	123	100	81
XLOC_000378	66	51	68	78	55	50
XLOC_000379	71	22	63	69	41	29
XLOC_000380	76	70	89	64	76	63
XLOC_000381	12	7	6	12	13	9
XLOC_000382	15	18	15	13	15	17
XLOC_000383	220	122	209	194	194	170
XLOC_000384	13	14	17	16	10	5
XLOC_000385	270	148	233	146	115	127
XLOC_000386	2	4	7	13	5	6
XLOC_000387	24	25	28	49	38	21
XLOC_000388	1846	1436	1954	2074	1521	1415
XLOC_000389	7	3	6	3	1	4
XLOC_000390	6	2	1	23	22	17
XLOC_000391	43	52	63	152	109	107
XLOC_000392	134	106	143	112	95	92
XLOC_000393	26	27	22	36	16	22
XLOC_000394	16	25	22	6	11	7
XLOC_000395	239	176	260	283	275	255
XLOC_000396	240	214	174	33	29	17
XLOC_000397	7	7	15	8	4	9
XLOC_000398	254	191	232	135	116	106
XLOC_000399	737	737	916	799	581	548
XLOC_000400	4	5	4	9	3	7
XLOC_000401	1	0	1	1	0	4
XLOC_000402	57	63	72	76	52	65
XLOC_000403	395	350	408	373	313	290
XLOC_000404	10	8	5	12	9	7
XLOC_000405	685	602	736	599	512	500
XLOC_000406	77	72	91	81	77	42
XLOC_000407	50	16	39	41	36	32
XLOC_000408	3	2	5	3	1	2
XLOC_000409	2	1	1	1	1	0
XLOC_000410	31	25	32	36	43	30
XLOC_000411	8	9	19	7	4	10
XLOC_000412	6	4	2	7	7	8
XLOC_000413	214	161	240	216	192	142
XLOC_000414	126	146	175	188	131	154
XLOC_000415	8	10	14	10	7	10
XLOC_000416	0	0	0	0	4	0
XLOC_000417	4	3	3	4	6	6
XLOC_000418	210	165	205	173	124	137
XLOC_000419	29	19	21	29	26	28
XLOC_000420	1354	1205	1565	1888	1515	1312
XLOC_000421	281	246	268	283	186	190
XLOC_000422	10	6	14	13	10	5
XLOC_000423	2	0	4	2	1	0
XLOC_000424	1380	1075	1443	1520	1145	1158
XLOC_000425	50	43	57	44	40	37
XLOC_000426	168	48	96	172	183	220
XLOC_000427	77	61	68	86	76	67
XLOC_000428	9	10	5	0	0	2
XLOC_000429	44	25	32	53	40	47
XLOC_000430	21	12	16	18	20	10
XLOC_000431	102	70	94	102	68	65
XLOC_000432	119	92	96	106	64	71
XLOC_000433	2	2	3	2	0	1
XLOC_000434	1	1	4	3	2	0
XLOC_000435	10	10	16	13	17	10
XLOC_000436	1	0	0	3	4	5
XLOC_000437	276	182	301	229	175	214
XLOC_000438	1	6	3	6	2	2
XLOC_000439	303	192	271	321	291	288
XLOC_000440	269	209	301	261	238	198
XLOC_000441	300	399	444	338	194	169
XLOC_000442	156	164	170	127	107	91
XLOC_000443	0	0	0	0	0	0
XLOC_000444	169	135	180	187	141	151
XLOC_000445	80	94	83	58	62	50
XLOC_000446	61	32	50	49	40	51
XLOC_000447	191	198	268	189	153	115
XLOC_000448	90	78	93	100	83	79
XLOC_000449	56	48	59	62	46	49
XLOC_000450	10	4	4	14	6	22
XLOC_000451	299	215	332	351	276	252
XLOC_000452	111	91	90	96	95	86
XLOC_000453	71	65	56	70	58	36
XLOC_000454	1841	1213	1494	1682	1578	1563
XLOC_000455	0	0	0	0	0	0
XLOC_000456	823	629	898	816	719	716
XLOC_000457	30	16	22	26	23	30
XLOC_000458	15	2	6	6	4	6
XLOC_000459	51	39	50	51	42	44
XLOC_000460	295	196	272	163	173	151
XLOC_000461	244	180	278	238	197	183
XLOC_000462	7	15	7	10	29	9
XLOC_000463	3	3	2	2	5	5
XLOC_000464	322	259	282	288	236	214
XLOC_000465	0	2	0	0	4	1
XLOC_000466	65	47	84	97	71	58
XLOC_000467	2347	1963	2731	3336	2294	2282
XLOC_000468	10	5	7	9	7	9
XLOC_000469	22	18	30	18	15	15
XLOC_000470	22	13	14	18	6	15
XLOC_000471	141	157	154	195	132	159
XLOC_000472	46	31	50	52	38	34
XLOC_000473	106	80	74	107	63	66
XLOC_000474	24	10	16	4	3	2
XLOC_000475	347	336	439	336	290	286
XLOC_000476	71	49	46	27	34	50
XLOC_000477	0	0	1	0	0	0
XLOC_000478	255	252	260	266	224	214
XLOC_000479	2	2	0	7	5	7
XLOC_000480	8	4	8	5	8	9
XLOC_000481	9	4	6	9	5	12
XLOC_000482	0	0	0	0	0	0
XLOC_000483	0	0	2	1	0	1
XLOC_000484	15	10	11	4	13	11
XLOC_000485	46	40	83	83	79	60
XLOC_000486	0	0	0	1	1	3
XLOC_000487	16	8	17	27	23	25
XLOC_000488	0	0	0	0	0	0
XLOC_000489	5	6	6	6	6	8
XLOC_000490	41	25	32	53	44	51
XLOC_000491	151	124	162	170	131	139
XLOC_000492	25	31	43	24	23	36
XLOC_000493	57	42	47	28	26	29
XLOC_000494	406	209	247	332	357	439
XLOC_000495	0	0	0	0	0	0
XLOC_000496	63	54	86	58	45	49
XLOC_000497	30	32	46	27	24	21
XLOC_000498	415	274	310	347	284	317
XLOC_000499	17	14	28	18	17	16
XLOC_000500	55	48	69	57	50	39
XLOC_000501	14	6	39	0	0	0
XLOC_000502	34	26	27	20	14	15
XLOC_000503	54	33	46	181	201	229
XLOC_000504	149	89	152	355	317	325
XLOC_000505	158	107	180	189	150	164
XLOC_000506	351	333	366	314	249	284
XLOC_000507	7	2	1	8	5	0
XLOC_000508	1024	1051	1349	1191	986	884
XLOC_000509	61	51	68	36	23	29
XLOC_000510	19	12	7	17	15	12
XLOC_000511	19	10	20	26	24	18
XLOC_000512	3	0	1	5	3	2
XLOC_000513	0	0	0	0	0	0
XLOC_000514	986	859	1176	1055	857	846
XLOC_000515	60	35	39	56	89	77
XLOC_000516	35	39	20	22	28	30
XLOC_000517	242	141	79	35	27	30
XLOC_000518	387	320	398	416	321	324
XLOC_000519	67	58	75	59	57	63
XLOC_000520	367	316	442	376	309	265
XLOC_000521	34	19	25	27	14	10
XLOC_000522	57	52	69	49	43	32
XLOC_000523	127	114	120	104	84	87
XLOC_000524	24	17	21	24	28	28
XLOC_000525	125	39	66	68	77	101
XLOC_000526	455	361	483	617	464	523
XLOC_000527	31	30	38	35	33	39
XLOC_000528	12	9	12	3	3	3
XLOC_000529	23	10	11	32	23	29
XLOC_000530	71	76	87	96	92	61
XLOC_000531	14	17	26	3	8	9
XLOC_000532	6	11	7	9	12	14
XLOC_000533	38	26	23	19	23	24
XLOC_000534	61	43	52	54	59	39
XLOC_000535	285	295	334	358	277	218
XLOC_000536	3390	2090	3041	2343	2206	1925
XLOC_000537	902	638	861	831	690	719
XLOC_000538	34	27	30	16	27	25
XLOC_000539	1	0	0	0	0	0
XLOC_000540	416	296	392	317	252	276
XLOC_000541	67	63	73	34	22	34
XLOC_000542	459	351	468	312	254	252
XLOC_000543	43	9	15	19	19	43
XLOC_000544	18	28	22	15	17	11
XLOC_000545	24	11	10	15	6	9
XLOC_000546	420	373	505	405	371	404
XLOC_000547	28	4	33	69	92	132
XLOC_000548	40	29	45	28	29	28
XLOC_000549	232	114	190	142	123	112
XLOC_000550	380	216	299	326	392	370
XLOC_000551	118	87	91	114	136	112
XLOC_000552	391	330	440	360	257	245
XLOC_000553	80	66	88	72	66	53
XLOC_000554	140	82	134	162	140	132
XLOC_000555	583	482	609	547	454	431
XLOC_000556	199	157	204	157	137	130
XLOC_000557	220	203	259	233	169	166
XLOC_000558	154	119	196	165	140	145
XLOC_000559	117	52	113	148	93	109
XLOC_000560	92	84	91	90	85	94
XLOC_000561	19	6	29	14	12	9
XLOC_000562	5	7	14	7	5	5
XLOC_000563	34	48	58	25	31	19
XLOC_000564	15	17	17	15	13	12
XLOC_000565	66	59	59	55	39	47
XLOC_000566	33	7	24	38	20	23
XLOC_000567	89	53	50	27	25	26
XLOC_000568	187	133	162	133	112	92
XLOC_000569	13	21	9	12	9	20
XLOC_000570	5	1	2	3	3	5
XLOC_000571	22	25	20	23	14	24
XLOC_000572	0	0	0	0	0	0
XLOC_000573	35	48	69	68	45	56
XLOC_000574	61	80	89	120	109	104
XLOC_000575	24	18	18	11	16	20
XLOC_000576	10	20	32	20	13	12
XLOC_000577	4	4	6	6	6	9
XLOC_000578	81	113	121	81	81	66
XLOC_000579	16	19	15	5	6	6
XLOC_000580	34	30	29	26	22	16
XLOC_000581	28	58	31	18	15	16
XLOC_000582	464	319	450	439	383	349
XLOC_000583	78	109	92	84	90	67
XLOC_000584	20	13	27	18	18	9
XLOC_000585	1008	907	1094	1046	869	781
XLOC_000586	88	45	64	55	53	65
XLOC_000587	638	396	582	617	497	477
XLOC_000588	330	227	290	184	177	179
XLOC_000589	45	40	41	24	26	18
XLOC_000590	12	13	12	22	19	11
XLOC_000591	359	369	501	413	343	358
XLOC_000592	1	0	0	0	0	0
XLOC_000593	122	95	115	119	111	103
XLOC_000594	1	0	2	3	1	2
XLOC_000595	172	98	118	114	100	105
XLOC_000596	194	134	187	192	155	170
XLOC_000597	15	10	13	11	14	10
XLOC_000598	12	10	20	7	6	5
XLOC_000599	15	16	31	15	5	10
XLOC_000600	24	31	24	19	31	18
XLOC_000601	311	251	344	350	277	253
XLOC_000602	93	65	90	67	57	56
XLOC_000603	3	3	3	4	0	9
XLOC_000604	59	48	46	49	52	49
XLOC_000605	11	10	2	10	5	2
XLOC_000606	138	102	157	146	142	129
XLOC_000607	175	35	53	91	116	171
XLOC_000608	41	47	49	70	58	49
XLOC_000609	8	2	12	2	7	0
XLOC_000610	242	195	252	211	208	192
XLOC_000611	0	1	0	4	2	1
XLOC_000612	725	699	894	1187	1001	903
XLOC_000613	697	527	771	839	623	645
XLOC_000614	1	0	1	0	0	1
XLOC_000615	367	227	154	23	27	26
XLOC_000616	6	4	15	8	5	5
XLOC_000617	325	300	383	297	288	237
XLOC_000618	3	4	13	2	1	3
XLOC_000619	41	38	43	51	40	37
XLOC_000620	51	62	77	54	54	50
XLOC_000621	29	1	16	0	0	0
XLOC_000622	27	0	8	0	0	0
XLOC_000623	0	0	0	0	0	0
XLOC_000624	0	0	0	0	0	1
XLOC_000625	48	39	40	37	37	29
XLOC_000626	0	0	0	0	0	0
XLOC_000627	10	11	22	14	9	10
XLOC_000628	36	4	24	60	35	38
XLOC_000629	663	418	592	577	500	575
XLOC_000630	3	4	1	0	3	1
XLOC_000631	66	39	51	46	38	51
XLOC_000632	1	4	3	0	1	0
XLOC_000633	0	1	1	0	0	0
XLOC_000634	2	4	6	12	4	3
XLOC_000635	52	46	69	61	42	43
XLOC_000636	509	404	483	307	228	237
XLOC_000637	42	41	60	46	29	26
XLOC_000638	115	78	89	96	91	94
XLOC_000639	5	2	10	3	2	2
XLOC_000640	9	9	10	12	7	6
XLOC_000641	18	3	17	10	9	13
XLOC_000642	125	28	61	77	65	64
XLOC_000643	107	112	158	94	54	88
XLOC_000644	40	43	53	45	39	50
XLOC_000645	0	0	0	0	0	0
XLOC_000646	22	22	39	21	30	33
XLOC_000647	0	0	0	0	0	0
XLOC_000648	42	36	54	23	18	13
XLOC_000649	2	2	3	4	0	5
XLOC_000650	46	30	40	46	35	38
XLOC_000651	442	379	459	387	327	313
XLOC_000652	7	22	13	2	1	0
XLOC_000653	3050	2102	2801	5331	3447	3487
XLOC_000654	174	145	180	173	164	149
XLOC_000655	1146	857	1097	696	619	549
XLOC_000656	1352	1183	1397	2059	1630	1570
XLOC_000657	489	290	429	558	504	522
XLOC_000658	6	0	9	2	0	0
XLOC_000659	732	610	815	660	506	492
XLOC_000660	142	144	142	133	82	88
XLOC_000661	24	21	21	33	20	20
XLOC_000662	190	209	332	260	268	236
XLOC_000663	409	444	729	523	513	488
XLOC_000664	4	6	6	3	3	3
XLOC_000665	132	85	92	69	45	46
XLOC_000666	44	42	46	63	47	40
XLOC_000667	274	200	217	165	147	216
XLOC_000668	0	1	0	0	1	0
XLOC_000669	12	14	15	13	6	7
XLOC_000670	14	25	31	15	8	11
XLOC_000671	87	77	74	40	59	47
XLOC_000672	118	104	111	76	92	73
XLOC_000673	557	432	530	465	405	395
XLOC_000674	2961	2273	3087	2545	2139	2139
XLOC_000675	189	155	226	156	126	137
XLOC_000676	421	355	420	436	349	366
XLOC_000677	110	85	121	102	97	76
XLOC_000678	50	24	41	38	41	49
XLOC_000679	40	29	51	31	31	32
XLOC_000680	69	112	196	87	96	79
XLOC_000681	774	469	473	1316	907	1006
XLOC_000682	0	0	0	0	0	0
XLOC_000683	538	228	388	104	77	130
XLOC_000684	72	88	57	13	9	10
XLOC_000685	181	132	205	154	135	135
XLOC_000686	9	4	4	7	6	5
