"log2","VSN","GI","median","mean","Quantile","CycLoess","RLR","RT-median","RT-mean","RT-Loess","RT-VSN"
0.923430350488231,0.923430350488231,0.923430350488231,0.923430350488231,0.923430350488231,0.923430350488231,0.938431058068777,0.923430350488231,0.923430350488231,0.923430350488231,0.938431058068777,0.923430350488231
0.966573914268606,0.966573914268606,0.966573914268606,0.966573914268606,0.966573914268606,0.966573914268606,0.974322848790109,0.966573914268606,0.966573914268606,0.966573914268606,0.974322848790109,0.966573914268606
0.949788583509514,0.949788583509514,0.949788583509514,0.949788583509514,0.949788583509514,0.949788583509514,0.95904716774805,0.949788583509514,0.949788583509514,0.949788583509514,0.95904716774805,0.949788583509514
0.968674698795181,0.968674698795181,0.968674698795181,0.968674698795181,0.968674698795181,0.968674698795181,0.973676217474942,0.968674698795181,0.968674698795181,0.968674698795181,0.973676217474942,0.968674698795181
0.955188587062732,0.955188587062732,0.955188587062732,0.955188587062732,0.955188587062732,0.955188587062732,0.957690052765292,0.955188587062732,0.955188587062732,0.955188587062732,0.957690052765292,0.955188587062732
0.94206094627105,0.94206094627105,0.94206094627105,0.94206094627105,0.94206094627105,0.94206094627105,0.948421666545163,0.94206094627105,0.94206094627105,0.94206094627105,0.948421666545163,0.94206094627105
0.925042560435819,0.925042560435819,0.925042560435819,0.925042560435819,0.925042560435819,0.925042560435819,0.924838270343889,0.925042560435819,0.925042560435819,0.925042560435819,0.924838270343889,0.925042560435819
0.954960139629228,0.954960139629228,0.954960139629228,0.954960139629228,0.954960139629228,0.954960139629228,0.9568470210859,0.954960139629228,0.954960139629228,0.954960139629228,0.9568470210859,0.954960139629228
0.93159866356181,0.93159866356181,0.93159866356181,0.93159866356181,0.93159866356181,0.93159866356181,0.93208464108535,0.93159866356181,0.93159866356181,0.93159866356181,0.93208464108535,0.93159866356181
0.916125975067434,0.916125975067434,0.916125975067434,0.916125975067434,0.916125975067434,0.916125975067434,0.916636290734125,0.916125975067434,0.916125975067434,0.916125975067434,0.916636290734125,0.916125975067434
0.990118457021363,0.990118457021363,0.990118457021363,0.990118457021363,0.990118457021363,0.990118457021363,0.990422192973575,0.990118457021363,0.990118457021363,0.990118457021363,0.990422192973575,0.990118457021363
0.912995896032832,0.912995896032832,0.912995896032832,0.912995896032832,0.912995896032832,0.912995896032832,0.913260059436766,0.912995896032832,0.912995896032832,0.912995896032832,0.913260059436766,0.912995896032832
0.978414498329452,0.978414498329452,0.978414498329452,0.978414498329452,0.978414498329452,0.978414498329452,0.978070264250278,0.978414498329452,0.978414498329452,0.978414498329452,0.978070264250278,0.978414498329452
0.962154500354359,0.962154500354359,0.962154500354359,0.962154500354359,0.962154500354359,0.962154500354359,0.962377240052648,0.962154500354359,0.962154500354359,0.962154500354359,0.962377240052648,0.962154500354359
0.957933265236636,0.957933265236636,0.957933265236636,0.957933265236636,0.957933265236636,0.957933265236636,0.956826693905346,0.957933265236636,0.957933265236636,0.957933265236636,0.956826693905346,0.957933265236636
0.975255644426445,0.975255644426445,0.975255644426445,0.975255644426445,0.975255644426445,0.975255644426445,0.973433228713172,0.975255644426445,0.975255644426445,0.975255644426445,0.973433228713172,0.975255644426445
0.959441372265859,0.959441372265859,0.959441372265859,0.959441372265859,0.959441372265859,0.959441372265859,0.961537106829629,0.959441372265859,0.959441372265859,0.959441372265859,0.961537106829629,0.959441372265859
0.939030069859269,0.939030069859269,0.939030069859269,0.939030069859269,0.939030069859269,0.939030069859269,0.940164017414195,0.939030069859269,0.939030069859269,0.939030069859269,0.940164017414195,0.939030069859269
0.978835255032246,0.978835255032246,0.978835255032246,0.978835255032246,0.978835255032246,0.978835255032246,0.97906976744186,0.978835255032246,0.978835255032246,0.978835255032246,0.97906976744186,0.978835255032246
0.980074921534879,0.980074921534879,0.980074921534879,0.980074921534879,0.980074921534879,0.980074921534879,0.980540649994938,0.980074921534879,0.980074921534879,0.980074921534879,0.980540649994938,0.980074921534879
0.981168923062409,0.981168923062409,0.981168923062409,0.981168923062409,0.981168923062409,0.981168923062409,0.981338742393509,0.981168923062409,0.981168923062409,0.981168923062409,0.981338742393509,0.981168923062409
0.968834293212801,0.968834293212801,0.968834293212801,0.968834293212801,0.968834293212801,0.968834293212801,0.965499015819785,0.968834293212801,0.968834293212801,0.968834293212801,0.965499015819785,0.968834293212801
0.987848261773097,0.987848261773097,0.987848261773097,0.987848261773097,0.987848261773097,0.987848261773097,0.98832376457328,0.987848261773097,0.987848261773097,0.987848261773097,0.98832376457328,0.987848261773097
0.974393293649396,0.974393293649396,0.974393293649396,0.974393293649396,0.974393293649396,0.974393293649396,0.974199570286358,0.974393293649396,0.974393293649396,0.974393293649396,0.974199570286358,0.974393293649396
0.943059633491951,0.943059633491951,0.943059633491951,0.943059633491951,0.943059633491951,0.943059633491951,0.949377341297965,0.943059633491951,0.943059633491951,0.943059633491951,0.949377341297965,0.943059633491951
0.953129591536879,0.953129591536879,0.953129591536879,0.953129591536879,0.953129591536879,0.953129591536879,0.956655891860123,0.953129591536879,0.953129591536879,0.953129591536879,0.956655891860123,0.953129591536879
0.967413557243266,0.967413557243266,0.967413557243266,0.967413557243266,0.967413557243266,0.967413557243266,0.971677909335346,0.967413557243266,0.967413557243266,0.967413557243266,0.971677909335346,0.967413557243266
