"log2","VSN","GI","median","mean","Quantile","CycLoess","RLR","RT-median","RT-mean","RT-Loess","RT-VSN"
3.79309214899863e-06,4.01308416343409e-06,2.10054388866606e-05,0.0038437926610481,5.31472791781781e-05,0.000528724585348372,9.16062485007817e-06,8.19869585439136e-07,0.0038437926610481,5.31472791781781e-05,9.16062485007817e-06,4.01308416343409e-06
0.00090193537666457,0.000106014201579013,2.95878575079445e-05,9.08061001911194e-05,2.06995962104625e-05,0.000513425224836603,6.01212722807965e-05,0.000118430394335308,9.08061001911194e-05,2.06995962104625e-05,6.01212722807965e-05,0.000106014201579013
1.56580747400412e-07,1.06435726396352e-05,0.00125729288048077,0.0270509074918687,0.0016804891276026,0.000114243902157662,0.000991795881755035,4.95151454468246e-06,0.0270509074918687,0.0016804891276026,0.000991795881755035,1.06435726396352e-05
0.0748426404787822,0.0299181181022239,0.0182271052551618,0.0096221553838949,0.0170466711470027,0.038308114853481,0.0634650076362487,0.0602456028591476,0.0096221553838949,0.0170466711470027,0.0634650076362487,0.0299181181022239
1.43074377287704e-05,5.27770822040134e-08,1.11941669203756e-07,2.67358480571044e-10,7.90538814668782e-08,2.2865105665499e-08,1.26572432098289e-07,5.34174293362039e-08,2.67358480571044e-10,7.90538814668782e-08,1.26572432098289e-07,5.27770822040134e-08
7.046690525763e-14,5.40201828184494e-15,6.72717398973713e-14,1.58160243891149e-13,4.92962672561687e-14,4.34073866188691e-12,2.38073752672636e-14,2.23950943918596e-14,1.58160243891149e-13,4.92962672561687e-14,2.38073752672636e-14,5.40201828184494e-15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.481830829966595,0.181031486053801,0.0687010536334562,0.28117302646937,0.0603193968115544,0.19056361895965,0.158937141641234,0.274279798464997,0.28117302646937,0.0603193968115544,0.158937141641234,0.181031486053801
0.335792708755871,0.199986833808043,0.126405011530235,0.201133263382118,0.122432757826928,0.730261144418853,0.550487506846968,0.310661994233264,0.201133263382118,0.122432757826928,0.550487506846968,0.199986833808043
0.431878234184519,0.0378853447965535,0.010594751840457,0.150345210937624,0.00838912003419363,0.249979181757857,0.000156687779592909,0.00285273988565789,0.150345210937624,0.00838912003419363,0.000156687779592909,0.0378853447965535
0.364087048302054,0.038084510026158,0.0101117467630023,0.0730405172631357,0.0105117533097336,0.0886924146467351,0.0414009299273131,0.0265054813574138,0.0730405172631357,0.0105117533097336,0.0414009299273131,0.038084510026158
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00312364922573615,0.0948041169574975,0.596047403151427,0.22578926337941,0.642577425445124,0.0171401914291224,0.362947207488556,0.151094090283007,0.22578926337941,0.642577425445124,0.362947207488556,0.0948041169574975
2.14009698370908e-05,2.37006405577437e-05,3.45936663417402e-05,1.52009854514401e-05,4.20836404951571e-05,3.08319018153091e-05,2.77808700058636e-05,1.57077834050432e-05,1.52009854514401e-05,4.20836404951571e-05,2.77808700058636e-05,2.37006405577437e-05
0.258513046069544,0.301037728026742,0.328245473542262,0.306939146830539,0.33053067488141,0.421366897625806,0.334344299612768,0.414945504397516,0.306939146830539,0.33053067488141,0.334344299612768,0.301037728026742
0.485225153330659,0.305548401394936,0.198846939950959,0.349347614957833,0.187698124090392,0.414314961354466,0.257080337209253,0.328829744491099,0.349347614957833,0.187698124090392,0.257080337209253,0.305548401394936
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.229516432381002,0.0269851086927542,0.00405482268671265,0.0746967233683249,0.00383839016501877,0.0751350409585224,0.0305430664143913,0.0290774087147698,0.0746967233683249,0.00383839016501877,0.0305430664143913,0.0269851086927542
